模型运行日期,近地2米温度（℃）,地表温度（K）,比湿（kg/kg）,湿度（%）,近地10米风速（m/s）,近地10米风向（°）,雨量（mm）,云量,边界层高度（m）,大气压（Kpa）,感热通量（W/m²）,潜热通量（W/m²）,长波辐射（W/m²）,短波辐射（W/m²）,地面太阳能辐射（W/m²）,SO2小时平均浓度(μg/m³),NO2小时平均浓度(μg/m³),PM10小时平均浓度(μg/m³),PM2.5小时平均浓度(μg/m³),O3小时平均浓度(μg/m³),CO小时平均浓度(mg/m³),AQI,MainP
2020-07-23,31.716083796296296,310.00594907407407,0.017852345833333335,58.01709861111111,4.315496958333333,211.83289351851852,0.019987653907407407,0.20339284675925928,858.8108726851852,100.61814351851852,129.03574125,21.82614898611111,438.9753935185185,275.56715976851854,331.12877592592594,1.362092671296296,9.854182546296295,6.238836898148147,3.87025412037037,35.23040439351852,0.10488727731481481,18,[4]
2020-07-24,31.714575,309.7941574074074,0.01829180185185185,59.33237731481481,4.542235925925926,209.02033333333335,0.12358659219444446,0.20647213425925925,877.6105532407408,100.56172685185186,128.57343930555555,21.903561986111114,440.9307824074074,267.78990097222226,321.78342592592594,1.2913148564814814,9.45908287037037,6.632000416666667,3.914886481481481,31.888984069444444,0.10195044953703702,16,[4]
2020-07-25,31.57810555555556,309.47572685185185,0.018502127314814817,60.20522546296296,4.5021243981481485,202.43615277777778,0.3415969935833334,0.2400255134259259,886.0129615740741,100.55349074074074,123.51432731481482,21.944906624999998,442.53962499999994,257.8073185185185,309.78809953703706,1.3851676759259262,10.219771666666666,6.901865601851852,3.9303864351851847,29.389462222222225,0.10178157037037038,15,[4]
2020-07-26,31.35353888888889,309.3483888888889,0.018241683796296294,59.98189907407408,4.048643962962963,189.0378208333333,0.6320513509722223,0.297967561574074,837.5563763888888,100.59897685185186,119.60146055555555,22.12998500462963,442.24285185185187,250.9064101851852,301.49579074074074,1.7512817129629628,12.550167592592592,6.961312037037037,4.072993143518518,29.236129407407407,0.10614738148148149,16,[1]
2020-07-27,31.176179166666664,309.3471435185186,0.018098799537037035,60.02126944444444,3.6384791481481478,172.0052740740741,0.6977236752990741,0.32456664074074076,806.1354791666666,100.62502314814813,118.20794837962961,22.48362022222222,440.6838611111111,256.7389240740741,308.5042953703704,2.3564867129629627,16.173891203703704,7.610713194444444,4.593831708333334,30.236047921891466,0.11401507129629629,21,[1]
2020-07-28,30.789441203703703,308.74457407407414,0.01818928935185185,61.621819444444434,3.8798569259259263,137.54114166666668,0.8010969930444445,0.43064937870370373,748.1506532407409,100.57377777777778,118.61086453703703,22.53575584259259,441.53528703703705,249.962351875,300.3614078333333,3.8401294861111115,22.211780694444442,8.19215824074074,5.114905458333333,26.76782566169767,0.1298068425925926,28,[1]
2020-07-29,30.05334722222222,307.44490277777777,0.018657538425925924,66.21071481481482,4.625517125,107.09574444444445,2.0736705722574076,0.5661248537037037,668.2121601851852,100.43824537037037,113.46978009259261,21.690448444444446,442.6613194444445,233.04485039351852,280.03292389814817,4.667538430555555,26.057640555555555,8.344461981481482,5.352532916666666,22.230848346813406,0.1396817972222222,33,[1]
2020-07-30,28.9881375,305.8189722222222,0.019087663425925924,72.10797824074074,5.033955171296295,89.10341990740741,3.228611245662037,0.6835211805555557,547.3555138888888,100.28367222222224,103.41505722685186,19.99736062962963,443.3162453703704,206.86310192592592,248.5722350277778,5.003761733981481,27.61568680555556,7.452710870370369,4.823388550925926,18.705718055185102,0.14578221805555555,35,[1]
2020-07-31,28.501464351851855,305.6231157407408,0.019200737037037036,74.61767175925927,4.308912564814815,111.05437044907406,3.4658908854537036,0.7309221388888888,499.4326481481482,100.15808333333334,98.71718630092592,19.626510037037036,442.90675000000005,208.23581950000002,250.22170449537037,4.043056736157407,25.318539583333337,6.478230449074074,4.351579833333333,26.863750491767792,0.1436536689814815,32,[1]
2020-08-01,27.985091666666666,304.8359027777778,0.01944977083333333,77.91166527777779,4.620609694444444,95.5479,3.9979402386111107,0.7352301111111113,466.48177222222216,100.14193333333333,96.17927029166665,18.827667083333335,442.57154166666663,200.9583851527778,241.47691811111113,4.155565424166666,25.09898847222222,6.433423472222222,4.058713847222223,21.646504390789477,0.14231774444444445,32,[1]
2020-08-02,28.712508333333332,306.9096944444444,0.01906378333333333,72.96350277777778,2.5721278750000005,158.24662106944444,1.6759900767777778,0.7226650972222222,549.424175,100.07209444444445,104.18270944444446,21.154765027777778,443.0288194444445,237.76048195833334,285.6993082916667,3.270311062083333,23.884621944444447,5.840597069444446,4.1870427361111116,42.2442663625,0.14711971944444446,30,[1]
2020-08-03,28.665662499999996,306.42775000000006,0.019220859722222223,74.29577916666666,3.24754825,141.0237666666667,4.351214827684722,0.7250257777777777,509.52970833333325,100.06606666666667,98.59542777777779,18.169247638888887,447.7534027777778,197.5290625,237.35623527777776,3.9121931993055554,26.962274305555557,6.833645874999999,5.120745597222222,44.48468851027778,0.15641380138888888,34,[1]
2020-08-04,29.140244444444445,305.74576388888886,0.019283931944444443,72.32839166666668,3.844006055555555,183.7328083333333,1.8141839625,0.69512075,609.5840736111111,100.29687083333334,80.47724916666667,17.296314958333333,446.5291527777778,165.98716708333333,199.45463180555555,1.9566426708333333,15.46412902777778,6.450548541666667,3.9084872500000003,42.55427361111111,0.11974900972222222,22,[4]
2020-08-05,29.262334722222224,306.05705555555556,0.019101926388888888,71.04663611111111,3.5110081527777783,145.03088194444445,1.6691346063888888,0.7442363888888889,624.1211625000001,100.65094444444443,82.38476680555556,17.751503652777778,446.2477361111112,179.19995624999999,215.33155569444446,1.4720521805555553,14.817468194444448,6.624162916666667,4.174469569444445,37.000033888888886,0.11035280277777779,19,"[1, 4]"
2020-08-06,30.52336388888889,308.39197222222225,0.01919887361111111,66.12663055555555,3.3821149999999998,134.6931638888889,0.5285622747097222,0.5909848847222222,776.4382152777778,100.66062500000001,109.33106530555557,22.533273708333336,447.03825,242.1361915277778,290.95722861111113,1.440793722222222,13.482964166666667,8.990907222222221,5.622224027777778,38.10736519444444,0.11195674722222224,20,[4]
2020-08-07,30.836030555555553,309.1483333333333,0.01852615277777778,62.64496944444444,3.7076251388888886,158.2217361111111,0.26058882364722225,0.31718386666666665,817.7342694444445,100.48573611111111,125.97316458333333,23.16360863888889,435.9444305555555,270.07042277777776,324.52358166666664,1.667869902777778,13.316434305555555,9.665375833333334,5.841269722222222,41.475661190277776,0.11381771527777779,21,[4]
2020-08-08,30.70227222222222,309.24931944444444,0.01657521388888889,56.51617083333334,3.6720456944444444,183.28016666666664,0.026229483333333335,0.2194476486111111,782.8709986111111,100.34572222222222,127.60965250000001,23.469652180555556,427.37308333333334,285.4501866666667,343.00437069444445,1.9689660694444444,14.005962361111111,8.658337777777778,5.732049444444445,49.59098125,0.11686397499999998,25,[4]
2020-08-09,30.66795,308.79925000000003,0.0162421375,55.24237083333334,4.074413888888889,182.94355555555552,0.031158484,0.2811628944444445,757.2183763888889,100.4013888888889,122.70975162500001,22.30286773611111,431.0495,267.3395866666667,321.24232916666665,2.1370135,13.371167361111112,8.463793888888889,5.541945972222223,44.59871927277778,0.11396968194444443,23,[4]
2020-08-10,31.04956388888889,309.09556944444444,0.016328366666666667,54.313626388888885,4.062643055555556,177.8756666666667,0.07867762361111112,0.34450990416666666,769.4373847222222,100.45719444444444,121.9490811111111,22.21904613888889,431.676375,268.1531245833333,322.2198631944445,2.0971347083333334,14.113105972222222,6.683536111111112,4.3082022222222225,43.07687777777778,0.11207036805555555,22,[4]
2020-08-11,29.59754722222222,306.99218055555554,0.01834849861111111,66.48222361111112,4.365848611111111,175.2549986111111,0.6668092472602778,0.5203223138888889,543.5139027777778,100.63826388888889,113.14371902777776,19.77455447222222,439.7358472222222,226.36324430555558,272.0040201388889,1.9144050833333333,15.836935138888887,6.3870867916666665,3.8883399722222225,32.92077666666666,0.11716074583333332,20,[1]
2020-08-12,28.85433055555556,306.1864444444444,0.018363515277777777,69.72391527777778,4.679868611111111,154.1056861111111,0.6433435070916668,0.6138023277777778,512.7708138888888,100.83341666666666,122.48786791666664,21.949633,436.6210694444444,239.98233302777783,288.36911254166665,1.6074045138888888,15.132043333333336,6.160601805555555,3.532294375,34.24402180555555,0.10876048333333334,19,[1]
2020-08-13,29.29457638888889,306.7408472222222,0.01778113194444445,66.46538333333334,3.876324777777777,173.96929166666666,1.2193682430555555,0.522681425,591.9616263888888,100.82333333333334,111.104027125,21.65283418055556,434.94219444444445,230.58192119444448,277.0734164722222,1.9021156666666665,16.903136388888885,5.869853888888888,3.7156570833333333,32.843592152777774,0.11214930555555555,22,[1]
2020-08-14,29.653547222222226,307.0135,0.018264761111111114,66.51390138888888,3.8701279166666662,165.08381944444443,0.7183772502777779,0.4688547680555556,705.9984277777779,100.72876388888888,111.81352098611112,22.19960108333333,438.2685,240.20328429166662,288.63462880555556,1.8945208750000002,16.670550000000002,5.5626484722222225,3.3986648611111114,31.370530111111115,0.10785915416666667,21,[1]
2020-08-15,30.04103472222222,307.46488888888894,0.018405358333333333,65.22805694444443,3.6969184722222224,160.51934722222222,1.3594762319444444,0.5093365569444445,764.4132083333334,100.71701388888889,101.73615583333334,21.000226083333335,443.307875,209.55191388888886,251.80312777777777,1.2422808472222222,11.510493333333335,4.3754004166666665,2.766848611111111,31.315295694444444,0.09628555555555557,16,[4]
2020-08-16,30.188940277777775,307.9907638888889,0.01815715277777778,63.78770972222222,3.420985638888889,136.5067513888889,0.9968099583333332,0.37225404166666665,795.1195527777777,100.73911111111111,109.49799222222221,22.126645888888888,437.2512361111111,240.26494027777778,288.7088041666667,1.6893199861111112,13.003957361111112,5.369455277777778,3.446226388888889,30.218854444444446,0.10245569444444445,17,[1]
2020-08-17,29.82456527777778,307.5321527777778,0.01792407916666667,64.37293749999999,3.577667902777778,93.77836805555556,1.038172726111111,0.5197144472222222,672.9519583333333,100.673125,114.26061680555556,23.345379444444443,438.17233333333326,240.73867083333334,289.2779375,5.736534861111111,29.00709638888889,8.900826111111112,5.997477083333333,22.766789730642984,0.15520550972222222,37,[1]
2020-08-18,29.533679166666666,306.7499305555556,0.01783711805555556,65.06969444444445,4.666300833333334,100.76265277777777,0.6733955388888889,0.4996041805555556,710.7340041666666,100.62484722222221,112.46467944444443,21.06274659722222,435.0234027777778,227.06827083333334,272.85143055555557,4.62283875,24.99804875,7.732494166666667,5.210585833333334,17.297692893055554,0.13408891250000002,32,[1]
2020-08-19,29.81385277777778,306.7897361111111,0.017593670833333335,64.03468194444446,4.917933472222222,116.7834138888889,0.7127732863520834,0.45522001666666667,766.398223611111,100.66070833333333,107.67712283333333,21.675020305555556,437.1346805555556,222.39145402777777,267.23150416666664,2.671063986111111,17.551688055555555,6.5953237499999995,3.9912081944444444,24.673756623333333,0.11852119027777779,22,[1]
2020-08-20,30.083716666666664,307.86429166666665,0.01757201388888889,62.60212083333332,3.215921138888889,140.1380611111111,0.5345866888888888,0.3261595666666666,738.7728111111111,100.81526388888888,110.58923319444443,23.165559297222224,433.26598611111115,254.7885425,306.16071944444445,2.7898300138888885,20.34729875,8.569433194444445,5.3587904166666664,23.21039604166667,0.12248655416666665,26,[1]
2020-08-21,30.22177083333333,308.57599999999996,0.01743504861111111,61.66970277777778,3.2554577916666667,158.64306805555555,0.32493016666666663,0.31206419722222223,747.5377944444444,100.79518055555555,122.58399388888887,22.269876694444445,432.7210833333333,264.7665402777778,318.15042222222223,2.094706722222222,15.790449027777779,7.715213333333332,4.879504861111111,35.48140736111111,0.11603488194444446,20,[1]
2020-08-22,30.383476388888887,308.98770833333333,0.017809343055555555,62.21382916666667,3.1747029722222226,207.04951388888887,0.03613088708333333,0.26350222083333336,736.4341986111111,100.60433333333333,120.29344680555556,22.08534277777778,435.4971805555556,262.7241194444444,315.69639027777777,2.5568764444444443,17.439822777777778,8.528206666666668,6.039668472222222,43.386928523611104,0.13181179166666668,22,"[1, 4]"
2020-08-23,30.829679166666665,309.3537777777778,0.01836029583333333,62.27571944444445,3.520448375,217.34620833333332,0.2680651578805555,0.2662829625,730.7909374999999,100.461,123.89204986111112,23.193248472222223,437.35880555555553,269.32470416666666,323.6277083333333,1.5249457777777777,12.097749166666667,9.496182083333332,6.895712638888889,47.06854750277778,0.12282239027777779,24,[4]
2020-08-24,31.046719444444445,309.1059583333333,0.01886517777777778,63.20768055555555,3.9163618055555562,232.02340277777773,0.34376208722222223,0.33133158333333335,737.5819402777778,100.31399166666668,118.13869375,21.631506944444443,440.5155416666667,249.13889722222223,299.3719583333334,0.9548421111111112,9.832020277777778,8.579147777777779,6.375838333333334,52.86196458333333,0.11768037222222222,27,[4]
2020-08-25,31.06917361111111,309.31705555555556,0.019063561111111113,63.648579166666664,3.2244964444444446,205.98643472222224,0.4946164727777778,0.4146724291666667,732.8130597222222,100.16747222222222,113.52040013888889,22.809930916666666,441.51409722222223,251.91530972222225,302.70817916666664,2.4547683888888887,21.376591805555556,12.935161805555557,9.83009,62.539122638888884,0.15242206944444445,32,[4]
2020-08-26,30.218784722222225,308.51649999999995,0.01848777916666667,65.14503194444445,2.6089899972222224,176.12017944444446,1.2938805716402777,0.5429660875,723.8909569444445,100.0555763888889,110.06181069444445,22.199630180555555,443.0708472222222,236.0342958333333,283.62504583333333,4.143353930555556,33.95199708333334,11.822897083333332,9.211096388888889,55.16942319444445,0.2236424166666667,43,[1]
2020-08-27,31.05783333333333,309.2127777777778,0.017752063194444445,60.055993055555554,2.2304941527777777,197.181185625,0.5001447199125,0.4509321555555556,878.4023861111111,100.11647083333334,96.87200319444443,21.594741361111108,439.35569444444445,231.69514305555555,278.4109041666667,6.903185319444445,37.53927291666667,30.77400861111111,25.697871111111112,82.40993194444444,0.2242439861111111,47,[1]
2020-08-28,31.200094444444442,309.73770833333333,0.017400431944444444,58.228888888888896,2.4107261805555558,218.8900698888889,0.18205047763888887,0.39243445833333335,750.9571944444444,100.2710138888889,107.03299944444444,22.715091152777777,436.1294305555556,255.2268416666667,306.6873763888889,7.308835555555555,35.102124305555556,40.83101861111111,34.81649680555555,119.3149143888889,0.28075595833333333,67,[4]
2020-08-29,30.28129166666666,308.73519444444446,0.017909662499999996,62.59628055555556,1.7804592416666667,189.8905402777778,0.9559726972222222,0.5081478472222223,643.8255875,100.43165277777777,94.42224097222223,20.115964861111113,438.3054027777778,218.77026805555556,262.88019861111115,4.444435069444444,31.516794166666664,23.405247013888886,19.789376847222222,96.63150833333333,0.2690738472222222,49,[4]
2020-08-30,30.21872916666667,308.94684722222223,0.0185325875,64.96653611111111,1.6959548333333332,173.84356694444443,1.3084706665555557,0.5099455402777777,624.8154708333334,100.52695833333333,101.6905488888889,21.420389750000002,440.891125,232.06675138888892,278.8575472222222,4.117555791666667,33.06035972222222,24.848765138888886,21.077852638888892,93.2223888888889,0.28950895833333334,47,[4]
2020-08-31,31.2763875,309.68127777777784,0.01865140694444444,61.803136111111115,2.150497791666667,188.0117341388889,0.5666793845555556,0.5306189666666666,689.1702013888888,100.51594444444444,98.17411305555555,21.344426930555557,447.60784722222223,233.24789444444448,280.2768569444445,5.108639027777778,27.889306944444442,44.739941666666674,39.14707777777778,103.63373333333334,0.25774740277777775,56,[3]
2020-09-01,31.609026388888893,310.0514305555555,0.01873092361111111,60.694595833333324,2.5143516805555555,177.3548470833333,0.6350450316666667,0.5760456125000001,672.0240652777779,100.56005555555555,108.76455555555555,23.396420499999994,449.2998333333333,248.14598055555558,298.17879722222216,6.068254847222223,31.88884166666667,45.84803986111111,40.64954277777778,104.24310138888889,0.24035873611111114,58,[3]
2020-09-02,31.454508333333326,309.36275,0.0183402875,60.10904722222223,2.5339059722222226,221.19979166666667,0.38365592493055556,0.5133291666666666,685.2373972222223,100.66445833333334,95.42675972222223,21.221566680555554,447.06170833333334,222.96765277777777,267.92388611111113,5.561270013888889,30.661031388888887,32.35549180555555,27.46493138888889,92.41132364027777,0.21465108333333333,47,[4]
2020-09-03,30.43355833333333,308.3992361111111,0.01820995,62.95894722222223,2.485556166666667,163.60999444444445,1.33079378375,0.5647804555555556,604.8099736111112,100.69800000000001,96.54298333333332,20.949454305555555,443.1910416666667,219.19076527777776,263.3854611111111,5.100255222222223,28.735835833333333,34.30491194444445,29.399697777777774,75.42101458333335,0.2073505833333333,42,[3]
2020-09-04,29.71895,307.9007222222222,0.01906973333333333,68.6320513888889,2.6633494583333337,157.75498333333334,1.651143926388889,0.5198186430555557,628.8120236111112,100.63056944444445,104.7541388888889,21.227184430555553,438.67886111111113,230.4821180555556,276.9534013888889,1.3465088708333333,13.74872888888889,14.720908333333334,12.088401805555556,58.560973611111116,0.13212315555555554,30,[4]
2020-09-05,29.71991111111111,307.55131944444446,0.018341730555555557,66.06636944444445,2.771396430555556,149.67288333333332,1.6084199011527778,0.49165169027777783,684.5043722222222,100.51327777777777,98.03744777777777,21.07832625,438.9245277777778,223.79715694444445,268.9205694444445,1.124691140277778,12.247887361111111,8.024070833333333,6.149885555555556,51.300716944444446,0.11336092222222222,26,[4]
2020-09-06,29.335061111111106,306.93762499999997,0.018951204166666666,69.72745694444444,2.5878241388888887,145.05734583333333,1.4760526529166667,0.5803511388888888,545.02745,100.64011111111111,89.48995458333334,18.026997986111112,443.5935,187.27079999999998,225.02955416666666,1.6828934472222221,17.73602763888889,7.146123333333334,5.068079833333333,40.64650536111111,0.12792725000000002,23,[1]
2020-09-07,29.095868055555556,306.583125,0.018695336111111113,70.29039444444443,2.7774119444444443,149.0195902777778,1.3342829322222223,0.6584082222222222,545.9809027777778,100.7988888888889,93.1244475,18.333504194444444,443.448875,194.69048055555555,233.9452097222222,2.2289376791666666,18.85737652777778,7.504539444444443,5.024527777777777,30.428159350366666,0.13726712916666667,24,[1]
2020-09-08,29.98703055555556,307.67681944444445,0.0183403,65.22440972222222,2.776944763888889,173.42168333333333,0.7709033306944444,0.5770997777777777,668.6797444444444,100.78638888888888,96.62225402777777,20.262872722222223,444.12106944444446,207.3277958333333,249.13060972222223,1.8109327879166668,16.340293472222225,8.286378888888889,5.477512777777779,34.62961376861777,0.13258879444444446,21,[1]
2020-09-09,29.46525138888889,307.4858888888889,0.018570604166666664,67.9645625,2.442240402777778,211.09770833333334,1.6724393899999999,0.6066735833333333,559.9889944444444,100.70084722222222,103.59082597222222,20.12819142777778,439.25644444444447,226.8315597222222,272.56683194444446,2.1057799747222226,19.7529525,9.65972252777778,6.356033680555555,28.565969015705832,0.1500008472222222,25,[1]
2020-09-10,29.773501388888892,307.91249999999997,0.01808245,65.20088055555556,2.2337461805555554,202.23564,0.49550991388888893,0.642904361111111,619.918488888889,100.73825000000001,100.80245291666667,19.300664611111113,440.72616666666664,217.3450513888889,261.1675986111111,4.303201631944445,30.75396111111111,11.5105225,8.118130555555556,30.724297395847227,0.17311240277777776,39,[1]
2020-09-11,30.277541666666664,308.2997361111111,0.018223204166666666,63.64520555555555,2.275654402777777,123.30131111111112,1.0256040551388887,0.6144064583333333,747.2299027777777,100.88795833333332,94.78230611111111,20.90279436111111,445.0664305555556,216.04479583333332,259.60513888888886,5.555106493055556,38.83022069444444,15.29386125,11.836202458333332,33.35008930680556,0.20420143055555556,49,[1]
2020-09-12,28.839956944444438,306.56991666666664,0.018241361111111114,69.68010416666668,2.4551519444444443,117.28092638888887,1.1527514648486112,0.7200171388888889,608.6070833333333,101.00268055555556,90.86866027777779,18.656750555555554,444.1097222222222,193.25386666666665,232.2190291666667,7.252466111111112,44.52075986111111,13.420801111111112,10.399516944444445,50.89608125326111,0.30880413888888886,56,[1]
2020-09-13,29.52135555555556,307.40920833333325,0.018181365277777778,66.50999027777777,2.8529020833333334,90.11448194444444,1.2057928258333332,0.6177795277777778,678.6958472222221,100.95468055555554,101.82038652777777,21.186381388888886,442.1924305555556,213.5934111111111,256.6594416666666,5.294481986111112,35.38083277777778,12.027506944444445,8.92076263888889,46.92654420788611,0.21728759722222224,45,[1]
2020-09-14,28.944786111111107,306.67126388888886,0.018499833333333333,70.34317638888889,2.993615277777778,103.4323611111111,1.2190096455822224,0.6600976111111111,568.1181861111112,100.87319444444444,97.64582638888889,19.373165,442.1873888888889,206.82009722222222,248.52057013888893,2.4327852,24.94981611111111,8.930520958333334,6.205925486111111,36.643242226111106,0.13717881666666665,32,[1]
2020-09-15,29.919959722222227,307.2081388888889,0.018952915277777777,67.97593194444444,3.725530805555555,113.70870138888888,0.5356066038888889,0.4628259361111111,623.8219388888888,100.7747361111111,100.83543083333333,20.658999930555556,440.7641388888889,226.31059166666668,271.9408402777778,2.918628180555556,26.366638333333338,10.114206944444444,6.288822638888889,24.026554771805554,0.13445989305555553,33,[1]
2020-09-16,29.909422222222222,306.4233194444444,0.01915663888888889,68.71931805555556,4.297642638888888,97.09830416666667,1.3294626418555557,0.5501098694444444,626.6222472222222,100.72701388888889,87.11002083333334,19.37537659722222,445.35165277777776,183.08883180555554,220.00435541666667,6.369615625,30.494624583333334,11.070491944444443,6.765696527777777,20.552471034495834,0.1997438861111111,39,[1]
2020-09-17,28.931191666666663,305.38544444444443,0.018673420833333332,70.84163888888888,5.415213888888889,72.82218194444445,1.7847134660694444,0.6830406388888889,565.8008083333333,100.77084722222223,100.13912180555556,20.532175444444444,443.998875,196.07946194444446,235.61430861111108,7.805280694444444,39.17709861111112,11.56605525,7.837812513888888,18.703398702636107,0.21028827638888886,49,[1]
2020-09-18,27.64159027777778,303.94388888888886,0.01881797638888889,77.16419166666667,4.587055638888889,89.93539583333333,2.778822309722222,0.7388580694444444,424.7051680555556,100.93980555555555,78.83256708333333,16.196908458333333,438.292625,165.9829777777778,199.44955972222223,5.966033456944444,34.07535347222222,6.956369194444444,4.846623083333333,22.623225894417057,0.16250151666666668,43,[1]
2020-09-19,27.577225,304.42534722222223,0.018465348611111113,76.70382777777778,3.9701114583333332,96.2424027777778,2.16924218125,0.7193181666666666,463.7970444444444,101.02737499999999,94.80206652777777,17.628174166666668,440.4102083333334,181.68716944444446,218.32011111111112,3.9268644111111115,25.504808194444447,7.158606555555555,4.511603888888889,34.541825669037365,0.1354347486111111,32,[1]
2020-09-20,28.729329166666666,305.4779027777778,0.018313191666666666,70.57389444444445,3.6325160833333334,128.2375013888889,1.0522301054166665,0.5842023472222222,633.1387611111111,101.01083333333332,89.17676652777779,19.151863162499996,435.12501388888893,198.9531847222222,239.0673638888889,2.462986819444444,17.919654999999995,11.836478055555554,6.853166111111111,44.42493558576388,0.11888600972222221,23,"[1, 4]"
