模型运行日期,近地2米温度（℃）,地表温度（K）,比湿（kg/kg）,湿度（%）,近地10米风速（m/s）,近地10米风向（°）,雨量（mm）,云量,边界层高度（m）,大气压（Kpa）,感热通量（W/m²）,潜热通量（W/m²）,长波辐射（W/m²）,短波辐射（W/m²）,地面太阳能辐射（W/m²）,SO2小时平均浓度(μg/m³),NO2小时平均浓度(μg/m³),PM10小时平均浓度(μg/m³),PM2.5小时平均浓度(μg/m³),O3小时平均浓度(μg/m³),CO小时平均浓度(mg/m³)
2020-07-23,31.9281152777778,310.041606481481,0.017677412037037,56.5440847222222,4.42229236111111,211.103467592593,0.100079250175926,0.232581776851852,926.909236111111,100.547569444444,126.811889259259,22.4192558611111,441.246990740741,268.65859212963,322.827350462963,2.35643216666667,18.5199248611111,8.10819319444444,5.12108402777778,30.7943376671296,0.129285981018519
2020-07-24,31.8888171296296,309.764856481481,0.018079669444445,57.8969944444444,4.65147115740741,208.87012037037,0.196182154481481,0.265542845833333,930.536333333333,100.492425925926,125.172646712963,22.3080370046296,442.493375,260.978064814815,313.598221296296,2.37021703240741,17.6381115740741,8.14143046296296,4.90933560185185,27.5251206625,0.125762601851852
2020-07-25,31.6378958333333,309.33737962963,0.018301728703704,59.1971527777778,4.43312586111111,201.679972222222,0.478289187351852,0.294444884722222,898.087208333333,100.485847222222,116.031757268519,21.9609646111111,444.029921296296,244.41737962963,293.698402777778,2.51041711574074,18.3182753240741,8.16428777777778,4.77708236111111,24.327488875,0.12487495
2020-07-26,31.4421138888889,309.391574074074,0.018164207407407,59.2943837962963,3.94097503703704,188.044125,0.710920978611111,0.328476149537037,865.031944444445,100.528662037037,115.251714490741,22.4053115509259,443.163717592593,247.823296527778,297.791032407407,2.74243824537037,20.686798287037,8.25020666666667,4.87535148148148,23.3705483717593,0.128984584259259
2020-07-27,31.2202055555556,309.365828703704,0.018089207407407,59.6830597222222,3.55661813888889,169.399178240741,0.811061601008355,0.34801194212963,823.555453703704,100.555472222222,114.534506018519,22.4787105694444,442.317990740741,249.414051574074,299.702509259259,2.98031057407407,25.8545486111111,8.71749583333333,5.31551606481481,21.181662822908,0.139582884722222
2020-07-28,30.7910425925926,308.722486111111,0.018282858333333,61.8535,4.04286325,134.872229166667,0.81408757119354,0.430079871759259,776.383523148148,100.50528287037,119.373153518519,22.6118465925926,442.280981481482,246.259766324074,295.912224564815,4.19591096759259,31.8681402777778,8.81280523148148,5.55087597222222,17.6626717932377,0.153911805555556
2020-07-29,30.0707791666667,307.356083333333,0.018695749537037,66.1354587962963,4.99817962962963,104.1273625,1.5394087541565,0.571274951851852,684.921069444444,100.370314814815,115.769526990741,21.9908732731481,443.636347222222,226.390096027778,272.036296694444,4.65157964351852,33.9189962962963,8.349338625,5.43306352777778,14.7634186923812,0.159587466666667
2020-07-30,29.0015087962963,305.676828703704,0.019129878703704,72.1044814814815,5.4203975787037,91.0723458333333,2.7955243475588,0.69168750462963,554.346528703704,100.216393518519,105.884792664861,20.214074125,444.086685185185,202.452286717593,243.272030638889,4.76966269259259,34.7741087037037,7.43963686111111,4.82905440740741,12.8722982361285,0.16291679537037
2020-07-31,28.647437037037,305.692,0.019185994444445,73.8358680555556,4.62098178240741,111.46225712963,2.96530126967454,0.744133615740741,526.496876388889,100.087630555556,102.329231600046,19.6579386157407,444.343134259259,203.400934328704,244.411979407407,3.97758694722222,35.58142125,7.09819755555556,4.74813769444444,16.9323305074192,0.165255796296296
2020-08-01,27.9359194444444,304.451402777778,0.019488613888889,78.1273763888889,4.79999356944445,103.067276388889,4.56159272350972,0.756849875,444.26035,100.075611111111,91.4728316056944,17.796651,443.630472222222,186.525037208333,224.133467111111,3.64527927222222,35.3245608333333,6.882498875,4.23680388888889,12.7202495819103,0.164226430555556
