模型运行日期,近地2米温度（℃）,地表温度（K）,比湿（kg/kg）,湿度（%）,近地10米风速（m/s）,近地10米风向（°）,雨量（mm）,云量,边界层高度（m）,大气压（Kpa）,感热通量（W/m²）,潜热通量（W/m²）,长波辐射（W/m²）,短波辐射（W/m²）,地面太阳能辐射（W/m²）,SO2小时平均浓度(μg/m³),NO2小时平均浓度(μg/m³),PM10小时平均浓度(μg/m³),PM2.5小时平均浓度(μg/m³),O3小时平均浓度(μg/m³),CO小时平均浓度(mg/m³)
2020-07-23,30.524321759259262,308.6345509259259,0.018597297685185185,63.84334120370371,3.2639096435185184,209.69708101851853,0.2281126298300926,0.2636610388888889,606.3869972222222,100.39587962962963,122.73756717592593,19.985724996296295,435.2104537037037,262.84108484722225,315.83694555555553,0.2562913314814815,8.227978703703704,6.202567916666665,3.4455795370370366,25.34548282407407,0.08583368425925926
2020-07-24,30.571146759259257,308.6485601851852,0.018613531944444442,63.668524537037044,3.1691826379629635,206.19198101851853,0.23936542630555555,0.29459595,624.6938481481482,100.34962962962962,123.49709115740741,20.16470961064815,436.3299537037037,262.9485824166667,315.9660573657407,0.2151197597222222,6.971303148148149,6.483777777777778,3.4333906250000004,25.445371527777777,0.08322375787037037
2020-07-25,30.391769444444442,308.4392361111111,0.01870362222222222,64.58099166666668,2.9904763416666666,193.05894699074074,0.31418282985648144,0.33654099074074073,636.2332023148149,100.35067592592593,121.29894046296296,19.965325809722223,436.0385648148149,258.8520767222222,311.0435194074074,0.18357842361111112,6.514837824074074,6.539144583333333,3.3661066435185183,24.138034537037036,0.08075250462962963
2020-07-26,30.213491666666666,308.5410416666666,0.018962302314814817,66.15450138888889,2.9685008416666667,177.30304560185184,0.31167364166203704,0.34693482731481473,613.5818958333332,100.3895925925926,127.54541949074074,20.224888652314817,435.60508796296295,268.8048373148148,323.0030458796296,0.24540980462962964,8.031326203703705,6.167256296296296,3.2446869398148146,22.91374756018519,0.08064182685185185
2020-07-27,30.04841203703704,308.24842592592586,0.018935727777777776,66.69656157407408,3.2689442407407405,157.71274976851853,0.21974910674537038,0.38395401481481484,585.6013842592592,100.40538888888888,127.29090319444445,19.792247772222222,435.628013888889,263.35143166666666,316.4501056481481,0.6606596875,12.276280555555555,6.455778472222222,3.5631479814814813,22.773194974537038,0.08422901064814815
2020-07-28,29.49034861111111,307.2137222222222,0.01922820787037037,70.0213837962963,4.163895083333333,129.5949648148148,0.6299275908379629,0.44625901898148146,536.7358523148148,100.34462407407409,122.68740351388888,19.10355019814815,436.64409259259264,242.08446425925925,290.8951441666667,0.989031627314815,16.123693148148146,6.609430722222222,3.628187199074074,24.99515591435185,0.08638794398148147
2020-07-29,28.70695925925926,305.4396064814814,0.019305947685185183,73.82378564814815,5.003662856481482,108.00226851851852,2.777975881023148,0.5836479148148148,458.06146620370373,100.21347314814814,104.01091304907408,17.059850770833332,439.10093981481475,198.01796012962964,237.94367693055554,1.2662845920370371,18.005154953703705,6.7709818101851855,3.6687776666666667,25.842601363425924,0.08758600046296296
2020-07-30,27.962096759259257,304.1653333333333,0.01978168611111111,78.80801203703703,5.63260826388889,99.52920092592592,4.761802298347222,0.6830620435185186,446.6913375,100.06647083333334,89.87602039074075,15.849270907407409,441.1496018518518,170.31798356018516,204.65865417592593,1.0678949966666667,16.222927731481484,5.896383388888889,3.0599745879629627,28.580313625,0.08554225740740742
2020-07-31,27.673348148148147,304.0132407407408,0.01975908935185185,80.0561087962963,4.965313902777778,123.62594062037036,5.772993804152777,0.764294787037037,424.18959027777777,99.93852407407407,83.72721159907408,15.28087927314815,443.5291435185184,164.39897156944446,197.546214037037,0.7616818530555555,13.17271361111111,4.979402912037037,2.7458889074074073,34.45606902777778,0.08628176064814816
2020-08-01,27.677711111111112,303.8642222222222,0.020061520833333332,81.07054861111111,5.654654097222222,104.608525,6.010851734583333,0.7627782777777777,500.2715833333334,99.9334513888889,80.81028008055556,15.453481666666669,443.3350277777778,164.21984668055558,197.33094562500003,0.8127193805555556,13.286571666666667,4.442592652777778,2.235390069444444,32.449642777777775,0.0842557361111111
2020-08-02,27.696931944444444,305.0321527777778,0.019578818055555555,79.12899027777777,3.4131345555555552,173.29102186111112,4.516078251625,0.7760417916666666,424.46345833333334,99.83143472222224,94.22693319444446,16.68911486111111,443.932625,191.88394625,230.57283263888888,0.25937206777777777,9.901668055555556,4.054608236111111,2.6167700555555555,45.78722222222222,0.08950333333333334
2020-08-03,27.021380555555552,303.19194444444446,0.019355258333333333,81.64683611111111,3.869334875,134.70796416666667,6.850321958333334,0.7559786944444444,388.76360833333337,99.85192916666666,69.84284494444445,12.39421561527778,441.70033333333333,132.32109081944444,159.00045893055554,0.6528112157083333,14.305111250000001,3.4994757083333337,2.0864078750000004,42.16464902777778,0.09242617916666668
2020-08-04,27.772970833333332,304.8349861111111,0.019982218055555553,80.62927222222223,3.8244292499999997,131.76573055555556,4.065303261723611,0.7038636944444444,450.37673333333333,100.13986111111112,99.6726022638889,15.748745723611112,441.83337499999993,193.91049966666665,233.0079532638889,0.8115134489444444,15.153222777777778,6.159600277777778,3.447409305555555,36.08438867638889,0.08858337083333333
2020-08-05,27.711570833333333,304.4314722222222,0.019604391666666665,79.79218750000001,3.623174027777777,134.20320138888889,6.599196425291667,0.6856649861111112,400.72892916666666,100.46119444444444,89.40879780555557,15.044334811111112,440.7514305555556,183.6741371875,220.707725825,0.7285803093611111,16.950341249999997,7.4929255277777775,4.0510998194444445,28.452429916666663,0.08916047916666667
2020-08-06,29.17844027777778,307.08256944444446,0.020254058333333335,75.31057222222222,4.960318611111111,120.9614625,0.2114012593861111,0.5827283515277778,587.8505694444444,100.44280555555555,139.31095949999997,21.593882305555553,440.1191388888889,272.02916926388895,326.8775038194444,0.2585201583333333,11.849252083333333,9.218687222222222,4.656308472222222,30.575449027777786,0.0852669513888889
2020-08-07,29.260025,307.5745416666666,0.019610001388888892,72.5395388888889,4.301119027777777,136.52809027777778,0.1602763742027778,0.2598911125,627.3948972222222,100.2749625,139.52413926388888,21.765572666666667,427.9120694444444,283.6589861111111,340.85220833333335,0.22002595,9.66740763888889,8.910042916666667,4.59946375,27.451281527777777,0.08524254722222221
2020-08-08,29.14688888888889,307.5533333333333,0.019129668055555556,71.22152361111111,3.7426108333333334,159.73915555555558,0.06307125009805555,0.2897659338888888,571.2065222222222,100.12538472222224,133.94351513888887,21.114178468055556,427.0846111111111,279.61023472222223,335.9870694444445,0.22272367777777774,7.30315373611111,6.700623749999999,3.928302638888889,26.779925833333337,0.08485479722222222
2020-08-09,28.91520138888888,307.17668055555555,0.018157925000000002,68.68934166666665,3.255062875,158.71110694444445,0.1113068347222222,0.3993771388888889,500.7526361111111,100.20147361111111,126.69546055555556,20.04334049152778,428.5887083333334,261.46211805555555,314.1797180555556,0.13711448055555556,6.996863749999999,5.757803888888889,3.0096554305555556,33.71665277777778,0.08288449444444444
2020-08-10,29.243590277777773,307.23126388888886,0.018739041666666664,69.3062111111111,3.34426325,163.45253333333335,0.03618209132358611,0.33028610138888886,531.6413986111111,100.26318055555556,121.51768722222222,19.042527856527776,429.33929166666667,250.70189722222221,301.25005555555555,0.14752940833333333,6.297244583333334,6.556818472222222,3.3868645833333333,31.478429583333334,0.08336425694444445
2020-08-11,28.20318333333333,305.5421111111111,0.018502243055555555,72.92069861111112,3.542279541666667,145.96618055555552,1.448897666611111,0.5207243194444444,436.3563833333333,100.47673611111112,107.55117175,17.261654554166668,429.99445833333334,216.7613263888889,260.4660875,0.46600691222222224,10.15980875,6.874491666666667,3.450625513888889,33.45353409722222,0.08273441388888889
2020-08-12,28.054115277777775,305.1763472222222,0.019345822222222222,77.00898611111111,4.3120075416666666,139.56918055555556,1.9776337905694445,0.5766039486111111,465.8300430555555,100.65140277777778,110.11016375000001,18.06436573611111,436.3448333333333,207.70606916666668,249.58507611111114,0.12535887083333333,8.861885138888889,6.172188486111111,3.1755625694444447,30.506994444444445,0.07988751944444444
2020-08-13,28.641458333333333,306.97016666666667,0.018910665277777777,72.72022083333334,3.8030537500000006,138.00515000000001,0.2350212815972222,0.36945470138888886,517.9319097222221,100.6181111111111,136.11700041666666,21.45524752777778,426.8231944444444,282.15412499999996,339.04380555555554,0.5084518694444444,10.402162777777779,6.212589583333332,3.9006065277777773,26.367599944444446,0.08345059583333334
2020-08-14,28.889249999999997,307.2816388888889,0.018384786111111114,69.68519027777778,3.51472125,148.52538333333334,0.08058372193770832,0.3312808888888889,540.4901444444445,100.51883333333333,135.72754652777778,20.724628306944442,427.7332916666667,276.74593888888893,332.5454027777778,0.5293448222222223,7.71056513888889,6.023755555555556,3.7812568055555555,26.201985194444447,0.08108220138888889
2020-08-15,29.05337638888889,307.2271944444444,0.017925572222222224,67.12304166666667,3.7558475,138.82571666666666,0.09365118027777779,0.29699818055555555,572.8225194444444,100.506125,133.07096593055556,20.610639625,427.11895833333335,268.4542763888889,322.58174583333334,0.6549454097222223,9.245708402777778,5.885767361111111,3.7778637499999994,21.187446611111113,0.08287583055555554
2020-08-16,28.95995,306.90188888888883,0.018787852777777773,70.85189861111111,4.322181666666666,118.56619305555556,0.2392493138888889,0.33990522361111114,574.4221388888889,100.51322222222221,130.24334375,20.191141708333333,431.0371666666667,260.60859999999997,313.1543111111111,0.4598418513888889,12.89716888888889,5.616274444444445,3.6011990833333334,26.028469444444443,0.08440772777777777
2020-08-17,28.372194444444446,305.2291111111111,0.018550594444444443,72.37264027777778,4.566705597222223,99.61258472222222,1.2486170791666666,0.47423163888888886,516.636375,100.42791666666666,102.826235,17.537804147222218,431.28709722222226,201.18960972222223,241.75470277777777,1.4104320819444445,19.359831944444444,7.177885138888889,4.23503025,24.48703888888889,0.08859461527777777
2020-08-18,28.127759722222223,305.23936111111107,0.0187187625,74.07309305555555,5.4094785,104.81695416666668,0.5886307729166667,0.5136076902777779,506.15815833333335,100.40122222222222,123.33006944444443,19.143655125000002,429.89183333333335,239.2254111111111,287.45959305555556,1.218093402777778,19.16107152777778,6.99713801388889,4.202533291666667,25.90102086111111,0.0877181
2020-08-19,27.925218055555554,304.4981388888889,0.019149727777777778,77.03538333333333,4.484983333333334,117.48144444444443,4.873558642222222,0.5476061152777778,463.7488666666667,100.4756388888889,91.60663512499998,16.5904429375,434.9085416666667,189.58625666666669,227.81189305555557,0.45294930138888884,12.733878749999999,5.028352083333333,2.6994307777777777,27.09292027777778,0.0828820111111111
2020-08-20,28.527056944444446,306.7414722222222,0.01911040972222222,74.01300555555557,3.8675665277777775,126.58811805555554,0.9898874741666668,0.3178483555555556,498.8646680555555,100.58930555555555,134.02859875,20.552663002777777,426.99184722222225,272.755,327.74959722222223,1.4824312744444446,14.533278472222223,7.2168763333333334,4.099244763888889,28.84191510138889,0.08851715138888888
2020-08-21,28.38382777777778,306.7259861111111,0.018615530555555555,72.76993055555555,3.3091568055555554,140.73287222222223,0.5997254333333334,0.2845975,452.97424444444437,100.584875,125.7718784722222,19.094510215555555,424.9304861111111,260.45288750000003,312.9671111111111,1.007116736111111,11.172801111111113,7.873007083333334,4.487159166666667,30.469305025,0.0891469
2020-08-22,29.052744444444443,307.3286111111111,0.018496294444444443,69.46883611111112,2.7031710416666663,182.73703583333332,0.26779741416666664,0.2621411513888889,536.4546541666667,100.35979305555556,115.22473652777778,19.373913708333337,429.63997222222224,249.61113611111108,299.9393569444444,0.27251004444444443,9.659823472222222,6.730956944444444,4.466895555555555,34.19253069444445,0.09079636388888887
2020-08-23,30.08410277777778,308.272875,0.019131319444444444,67.35875833333334,3.442083055555556,206.61006680555556,0.3168570673611111,0.2721090813888889,601.7694569444444,100.20649861111112,121.50941847222222,20.61413397361111,434.10862499999996,257.93724583333335,309.94433333333336,0.37311292916666666,12.289729722222223,9.190953472222223,6.464412638888889,37.36382731902778,0.10211815277777778
2020-08-24,30.45875138888889,308.58116666666666,0.019304772222222225,66.56446666666665,3.212403458333333,239.1631652777778,0.8812185819444445,0.44332133055555556,635.8042458333334,100.05294305555555,118.34069625,22.377229611111108,439.27001388888885,263.3484388888889,316.44651666666664,0.47387550694444447,15.166343194444444,11.340582500000002,7.980853055555555,45.09526388888889,0.11476171944444445
