模型运行日期,近地2米温度（℃）,地表温度（K）,比湿（kg/kg）,湿度（%）,近地10米风速（m/s）,近地10米风向（°）,雨量（mm）,云量,边界层高度（m）,大气压（Kpa）,感热通量（W/m²）,潜热通量（W/m²）,长波辐射（W/m²）,短波辐射（W/m²）,地面太阳能辐射（W/m²）,SO2小时平均浓度(μg/m³),NO2小时平均浓度(μg/m³),PM10小时平均浓度(μg/m³),PM2.5小时平均浓度(μg/m³),O3小时平均浓度(μg/m³),CO小时平均浓度(mg/m³)
2020-07-23,31.92811527777778,310.0416064814815,0.017677412037037037,56.54408472222222,4.422292361111111,211.1034675925926,0.10007925017592594,0.23258177685185186,926.9092361111112,100.54756944444445,126.81188925925926,22.41925586111111,441.2469907407408,268.6585921296296,322.827350462963,2.3564321666666666,18.519924861111107,8.108193194444445,5.121084027777778,30.794337667129632,0.12928598101851851
2020-07-24,31.888817129629633,309.7648564814815,0.018079669444444443,57.896994444444445,4.651471157407408,208.8701203703704,0.1961821544814815,0.2655428458333334,930.5363333333333,100.49242592592593,125.17264671296296,22.308037004629632,442.493375,260.97806481481484,313.59822129629634,2.370217032407407,17.638111574074074,8.141430462962964,4.909335601851852,27.525120662499997,0.12576260185185184
2020-07-25,31.63789583333333,309.3373796296296,0.018301728703703703,59.197152777777774,4.433125861111112,201.67997222222223,0.4782891873518519,0.2944448847222222,898.0872083333334,100.48584722222222,116.03175726851852,21.96096461111111,444.02992129629627,244.4173796296296,293.6984027777778,2.5104171157407404,18.318275324074076,8.164287777777778,4.777082361111112,24.327488874999997,0.12487495
2020-07-26,31.442113888888887,309.3915740740741,0.018164207407407408,59.29438379629629,3.9409750370370373,188.04412499999998,0.710920978611111,0.32847614953703697,865.0319444444445,100.52866203703704,115.25171449074075,22.405311550925926,443.1637175925926,247.82329652777776,297.7910324074074,2.7424382453703706,20.686798287037035,8.250206666666667,4.875351481481482,23.37054837175926,0.12898458425925927
2020-07-27,31.220205555555555,309.3658287037037,0.018089207407407406,59.683059722222225,3.5566181388888887,169.39917824074072,0.8110616010083547,0.34801194212962966,823.5554537037037,100.55547222222222,114.53450601851853,22.47871056944444,442.31799074074075,249.41405157407408,299.7025092592592,2.980310574074074,25.854548611111113,8.717495833333333,5.315516064814814,21.18166282290801,0.13958288472222224
2020-07-28,30.79104259259259,308.7224861111111,0.018282858333333332,61.8535,4.04286325,134.87222916666667,0.8140875711935398,0.4300798717592592,776.3835231481481,100.50528287037038,119.37315351851855,22.61184659259259,442.28098148148143,246.25976632407406,295.9122245648148,4.195910967592592,31.868140277777776,8.81280523148148,5.550875972222223,17.662671793237653,0.15391180555555556
2020-07-29,30.070779166666668,307.3560833333333,0.018695749537037037,66.1354587962963,4.99817962962963,104.1273625,1.539408754156503,0.5712749518518518,684.9210694444445,100.37031481481482,115.76952699074073,21.990873273148146,443.63634722222224,226.39009602777776,272.03629669444445,4.651579643518518,33.9189962962963,8.349338625,5.433063527777778,14.76341869238117,0.15958746666666668
2020-07-30,29.001508796296296,305.67682870370373,0.019129878703703702,72.10448148148147,5.420397578703704,91.07234583333333,2.7955243475587963,0.6916875046296297,554.3465287037036,100.21639351851853,105.88479266486111,20.214074125,444.0866851851851,202.4522867175926,243.27203063888888,4.769662692592593,34.774108703703696,7.4396368611111106,4.829054407407408,12.872298236128458,0.16291679537037035
2020-07-31,28.64743703703704,305.69200000000006,0.019185994444444444,73.83586805555557,4.620981782407408,111.46225712962962,2.9653012696745376,0.7441336157407408,526.4968763888888,100.08763055555556,102.32923160004631,19.657938615740736,444.3431342592593,203.4009343287037,244.41197940740742,3.977586947222222,35.581421250000005,7.098197555555556,4.748137694444444,16.932330507419188,0.16525579629629628
2020-08-01,27.935919444444448,304.4514027777778,0.019488613888888888,78.12737638888888,4.799993569444445,103.06727638888889,4.5615927235097224,0.7568498749999999,444.26035,100.07561111111112,91.47283160569444,17.796650999999997,443.63047222222224,186.52503720833334,224.13346711111112,3.6452792722222225,35.32456083333333,6.882498875,4.236803888888889,12.720249581910334,0.16422643055555555
2020-08-02,28.862408333333335,307.0329861111111,0.019035590277777778,72.08412361111111,2.7630617777777777,153.82790055555557,1.3652923088472222,0.7201432638888889,580.4575291666666,99.99918472222222,105.68020958333334,19.995431944444444,444.571875,221.71561069444445,266.4194102777778,3.9678590555555555,40.93722513888889,7.549018194444445,5.353093055555556,24.124539558194442,0.17946047222222222
2020-08-03,28.61176111111111,306.25104166666665,0.0191852625,74.37371666666667,3.2802288055555557,131.1948763888889,4.159228522416667,0.7353427791666667,520.3136819444444,99.99895138888888,94.48724166666665,17.87959388888889,446.83658333333335,189.03970416666667,227.15501791666668,6.047981449861111,45.951625,8.933837263888888,6.660044458333333,26.270430589666667,0.20971080555555555
2020-08-04,29.05738333333333,305.46668055555557,0.019594748611111112,73.52061944444443,4.098809833333333,187.3085361111111,2.1533614940085553,0.7441544722222222,598.3732222222222,100.23536250000001,81.1058137361111,17.397358750000002,448.50694444444446,164.89643875000002,198.14399652777777,2.5420727777777774,31.337866666666667,9.11014901388889,5.492635972222222,27.662490833333333,0.15761998611111108
2020-08-05,29.13555138888889,306.0366666666667,0.019151537499999996,71.92835277777777,3.653720236111111,141.09255833333336,1.4191475194444445,0.7420644166666668,584.7597652777778,100.58447222222222,86.98598106944445,18.334098430555557,446.3507083333333,189.1640940277778,227.30462319444445,1.9608078277777778,26.849304166666666,8.057494166666666,5.089344611111112,24.306798333333333,0.13979654583333334
2020-08-06,30.29788888888889,307.67830555555554,0.019277894444444443,67.31438194444445,3.6220890277777777,136.8911236111111,0.7927655607499999,0.6137575,717.7542861111111,100.59240277777778,97.89246794444443,20.269218791666667,447.06529166666667,215.74370125000002,259.24345708333334,2.6211194305555554,26.227075,10.035128333333335,6.159965277777778,21.94813569736111,0.14099449305555556
